date,country,year,quarter,hpi,hpi_target_1q,hicp,inflation_yoy,unemployment_rate,housing_overburden_rate,ecb_main_refinancing_rate,hpi_lag_1,hpi_lag_2,hpi_lag_4,hpi_qoq_growth,hpi_yoy_growth,hpi_rolling_mean_4,hpi_rolling_std_4,inflation_yoy_lag_1,inflation_yoy_lag_4,unemployment_rate_lag_1,unemployment_rate_lag_4,housing_overburden_rate_lag_1,housing_overburden_rate_lag_4,ecb_main_refinancing_rate_lag_1,ecb_main_refinancing_rate_lag_4,unemployment_change_1q,inflation_change_1q,ecb_rate_change_1q,hpi_target_1q_growth
2021-04-01,Eslovaquia,2021,2,150.53,157.59,110.69,2.081155856132799,7.0,7.1,0.0,145.74,147.47,143.75,3.286674900507758,4.7165217391304415,145.71249999999998,1.5245190498423704,1.015572105619511,2.010097525792598,7.1,6.5,7.1,3.2,0.0,0.0,-0.09999999999999964,1.0655837505132881,0.0,4.690094997674884
2021-07-01,Eslovaquia,2021,3,157.59,163.21,112.16333333333334,3.408113091579623,6.6,7.1,0.0,150.53,145.74,145.89,4.690094997674876,8.019740900678606,147.4075,2.2239060981373,2.081155856132799,1.5351972041937056,7.0,6.9,7.1,3.2,0.0,0.0,-0.40000000000000036,1.326957235446824,0.0,3.5662161304651336
2021-10-01,Eslovaquia,2021,4,163.21,166.42,113.83666666666666,4.767309875141867,6.6,7.1,0.0,157.59,150.53,147.47,3.5662161304651274,10.673357293008756,150.33249999999998,5.2279784174508945,3.408113091579623,1.6084286649418855,6.6,7.0,7.1,3.2,0.0,0.0,0.0,1.3591967835622443,0.0,1.9667912505361065
2022-01-01,Eslovaquia,2022,1,166.42,175.57,118.72,8.505971240555699,6.3,2.5,0.0,163.21,157.59,145.74,1.9667912505361151,14.18965280636748,154.2675,7.696199819824454,4.767309875141867,1.015572105619511,6.6,7.1,7.1,7.1,0.0,0.0,-0.2999999999999998,3.738661365413831,0.0,5.498137243119821
2022-04-01,Eslovaquia,2022,2,175.57,180.57,123.69666666666666,11.750534525852974,6.3,2.5,0.0,166.42,163.21,150.53,5.498137243119827,16.63455789543613,159.4375,6.970028096547824,8.505971240555699,2.081155856132799,6.3,7.0,2.5,7.1,0.0,0.0,0.0,3.244563285297275,0.0,2.8478669476562057
2022-07-01,Eslovaquia,2022,3,180.57,179.07,127.03666666666668,13.260423786739572,6.0,2.5,0.5,175.57,166.42,157.59,2.847866947656197,14.582143537026448,165.6975,7.525677710346054,11.750534525852974,3.408113091579623,6.3,6.6,2.5,7.1,0.0,0.0,-0.2999999999999998,1.5098892608865988,0.5,-0.8307027745472669
2022-10-01,Eslovaquia,2022,4,179.07,178.82,130.74666666666667,14.854616263066989,6.0,2.5,1.25,180.57,175.57,163.21,-0.830702774547265,9.717541817290588,171.4425,8.028015009951064,13.260423786739572,4.767309875141867,6.0,6.6,2.5,7.1,0.5,0.0,0.0,1.5941924763274162,0.75,-0.13961020829843077
2023-01-01,Eslovaquia,2023,1,178.82,171.75,136.65,15.102762803234503,6.1,5.9,2.5,179.07,180.57,166.42,-0.13961020829843518,7.45102752073068,175.40749999999997,6.347358374421044,14.854616263066989,8.505971240555699,6.0,6.3,2.5,2.5,1.25,0.0,0.09999999999999964,0.24814654016751447,1.25,-3.9536964545352835
2023-04-01,Eslovaquia,2023,2,171.75,173.2,139.20666666666668,12.538737233555208,5.8,5.9,3.5,178.82,179.07,175.57,-3.9536964545352826,-2.1757703480093427,178.5075,2.1053008494431866,15.102762803234503,11.750534525852974,6.1,6.3,5.9,2.5,2.5,0.0,-0.2999999999999998,-2.564025569679295,1.0,0.8442503639010123
2023-07-01,Eslovaquia,2023,3,173.2,176.56,139.28666666666666,9.642885256225233,5.8,5.9,4.25,171.75,178.82,180.57,0.8442503639010113,-4.081519632275576,177.5525,3.9447718565209144,12.538737233555208,13.260423786739572,5.8,6.0,5.9,2.5,3.5,0.5,0.0,-2.8958519773299756,0.75,1.9399538106235645
