STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-10,,96.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-11,,96.95,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-12,,96.46,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-01,,96.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-02,,96.74,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-03,,97.72,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-04,,98.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-05,,99.16,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-06,,98.54,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-07,,97.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-08,,98.47,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-09,,99.60,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-10,,99.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-11,,99.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2012-12,,99.45,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-01,,98.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-02,,99.59,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-03,,99.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-04,,100.45,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-05,,100.72,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-06,,100.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-07,,100.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-08,,100.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-09,,101.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-10,,101.03,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-11,,100.90,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2013-12,,100.36,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-01,,99.80,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-02,,99.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-03,,100.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-04,,100.97,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-05,,101.70,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-06,,101.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-07,,100.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-08,,100.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-09,,100.98,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-10,,101.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-11,,100.95,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2014-12,,100.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-01,,99.08,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-02,,99.24,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-03,,100.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-04,,100.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-05,,100.87,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-06,,100.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-07,,100.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-08,,100.08,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-09,,99.95,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-10,,99.92,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-11,,100.02,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2015-12,,99.67,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-01,,98.32,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-02,,98.36,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-03,,99.16,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-04,,99.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-05,,100.33,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-06,,100.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-07,,99.97,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-08,,99.90,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-09,,100.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-10,,100.61,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-11,,100.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2016-12,,100.29,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-01,,99.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-02,,100.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-03,,101.14,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-04,,101.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-05,,101.86,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-06,,101.76,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-07,,101.14,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-08,,101.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-09,,101.60,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-10,,101.87,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-11,,102.14,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2017-12,,102.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-01,,101.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-02,,102.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-03,,102.61,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-04,,103.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-05,,104.12,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-06,,104.15,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-07,,103.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-08,,103.29,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-09,,103.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-10,,104.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-11,,104.31,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2018-12,,103.68,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-01,,102.78,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-02,,103.50,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-03,,104.23,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-04,,104.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-05,,105.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-06,,106.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-07,,105.38,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-08,,105.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-09,,105.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-10,,105.74,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-11,,105.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2019-12,,105.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-01,,105.15,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-02,,105.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-03,,104.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-04,,103.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-05,,104.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-06,,105.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-07,,105.05,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-08,,105.02,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-09,,104.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-10,,105.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-11,,104.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2020-12,,104.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-01,,104.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-02,,104.41,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-03,,105.04,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-04,,105.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-05,,106.62,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-06,,107.03,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-07,,107.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-08,,107.19,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-09,,107.72,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-10,,108.90,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-11,,109.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2021-12,,109.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-01,,110.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-02,,111.73,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-03,,111.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-04,,113.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-05,,115.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-06,,118.61,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-07,,119.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-08,,119.51,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-09,,119.17,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-10,,120.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-11,,121.51,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2022-12,,121.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2023-01,,121.47,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2023-02,,122.22,,,,,
